week_ending,acute_providers,total_providers,total_waiting_list,within_18w,18_to_26w,26_to_40w,40_to_52w,52_to_65w,65_to_78w,78_to_104w,over_104w,unknown_clock_start,pct_within_18w,pct_over_52w,first_attend_within_18w,first_attend_total,pct_first_attend_within_18w,new_rtt_acute,new_rtt_total_providers,new_rtt_total,completed_acute,completed_total_providers,completed_total,admitted_rtt,non_admitted_rtt,month,month_name,year,days_since_start
2024-09-22,134.0,514.0,7543197,4325776,1110215,1235836,592138,239988,31508,3640,89,4007,0.5737719834624144,0.03650591111246699,3043983.0,4820280.0,0.6314950583783515,135.0,292.0,355134.0,135.0,465.0,330982.0,74088.0,256894.0,9,Sep,2024,1099
2024-09-29,135.0,555.0,7575655,4343082,1145537,1227466,587589,240339,23328,2828,82,5404,0.5737038309561995,0.03521375975512569,3055030.0,4839884.0,0.631219673859952,135.0,293.0,364130.0,135.0,501.0,339868.0,76709.0,263159.0,9,Sep,2024,1106
2024-10-06,135.0,519.0,7556851,4366406,1136097,1239053,547438,236688,23765,2665,91,4648,0.578163219394394,0.034851949821793723,3070111.0,4829503.0,0.6356991599342624,135.0,293.0,370869.0,135.0,492.0,342939.0,78041.0,264898.0,10,Oct,2024,1113
2024-10-13,134.0,578.0,7486799,4335071,1129530,1240043,517761,231505,24720,2581,91,5497,0.5794540843291716,0.03460587475281709,3040187.0,4778309.0,0.6362474674618155,134.0,293.0,371780.0,134.0,509.0,345243.0,78541.0,266702.0,10,Oct,2024,1120
2024-10-20,135.0,581.0,7542429,4368663,1136851,1255397,519217,230322,24400,2607,105,4867,0.5795856803565927,0.034153483579969224,3058713.0,4806949.0,0.6363106827220343,134.0,290.0,374072.0,134.0,450.0,340088.0,73114.0,266974.0,10,Oct,2024,1127
2024-10-27,134.0,568.0,7496563,4334398,1121808,1261171,522259,227073,22569,2585,110,4590,0.5785389242593373,0.033680980964560334,3030153.0,4771468.0,0.6350567582136147,133.0,291.0,367389.0,133.0,499.0,331955.0,73265.0,258690.0,10,Oct,2024,1134
2024-11-03,134.0,581.0,7492864,4344897,1106858,1266433,522495,224533,20793,2360,116,4379,0.5802104163926348,0.033091072493301385,3055301.0,4792265.0,0.6375484243880504,134.0,293.0,349031.0,133.0,520.0,307037.0,72071.0,234966.0,11,Nov,2024,1141
2024-11-10,134.0,583.0,7516391,4353001,1126089,1247947,525134,222846,22360,2440,128,16446,0.5804043896321907,0.03303677560302109,3048251.0,4790961.0,0.6362504307590898,135.0,293.0,371193.0,134.0,490.0,352321.0,79546.0,272775.0,11,Nov,2024,1148
2024-11-17,134.0,588.0,7511817,4358197,1117210,1251211,524940,218862,22105,2415,132,16745,0.5814750011741048,0.032489881351373276,3050286.0,4784044.0,0.6375957244540393,135.0,295.0,375287.0,134.0,527.0,347209.0,78865.0,268344.0,11,Nov,2024,1155
2024-11-24,134.0,555.0,7444371,4344310,1094464,1250472,517381,213958,19896,2245,132,1513,0.5836884164658254,0.03173928617205917,3041588.0,4757189.0,0.6393666511883384,134.0,294.0,371073.0,134.0,521.0,342400.0,76631.0,265769.0,11,Nov,2024,1162
2024-12-01,133.0,586.0,7422435,4327195,1109143,1220148,517898,212174,15979,1983,123,17792,0.5843894162081819,0.031096570084472676,3019383.0,4719839.0,0.6397216091481086,134.0,294.0,361945.0,134.0,515.0,338289.0,76477.0,261812.0,12,Dec,2024,1169
2024-12-08,135.0,591.0,7520797,4382031,1112170,1233872,525755,211569,19705,5486,118,30091,0.5849957267045323,0.031622920456362856,3046440.0,4751930.0,0.6410953023297902,133.0,290.0,359144.0,135.0,525.0,349534.0,79941.0,269593.0,12,Dec,2024,1176
2024-12-15,133.0,587.0,7373039,4321047,1082965,1221387,523353,202608,16115,1841,109,3614,0.5863479172391333,0.029944398647112902,2998903.0,4673827.0,0.6416375702395489,134.0,294.0,361113.0,134.0,523.0,347577.0,78799.0,268778.0,12,Dec,2024,1183
2024-12-22,132.0,536.0,7299814,4284471,1064195,1208234,525292,198696,13862,1644,109,3311,0.587195126213201,0.029371741504115055,2964754.0,4616600.0,0.642194255512715,134.0,293.0,359013.0,134.0,504.0,328604.0,72782.0,255822.0,12,Dec,2024,1190
2024-12-29,135.0,593.0,7464708,4307899,1105281,1257792,572850,198939,14903,1848,140,5056,0.577493293252822,0.02893298507758807,2997071.0,4737577.0,0.632616841900406,135.0,290.0,166973.0,135.0,459.0,123283.0,26002.0,97281.0,12,Dec,2024,1197
2025-01-05,131.0,586.0,7197852,4147768,1039386,1237592,558684,190478,16433,1930,138,5443,0.5766868930840835,0.02905549448036117,2893356.0,4577031.0,0.6321469092081745,132.0,291.0,231170.0,130.0,493.0,195291.0,45171.0,150120.0,1,Jan,2025,1204
2025-01-12,134.0,593.0,7464830,4290227,1076024,1306344,569160,196198,18597,2046,150,6084,0.5751941412135498,0.029092155705530125,2982842.0,4736020.0,0.6298203977179151,134.0,293.0,369815.0,134.0,526.0,340069.0,75888.0,264181.0,1,Jan,2025,1211
2025-01-19,134.0,595.0,7453238,4296022,1076246,1297264,564085,193306,18770,2034,106,5405,0.5768150279416845,0.02876219163345902,2987187.0,4728792.0,0.6317019230281222,134.0,294.0,382879.0,134.0,518.0,355574.0,78086.0,277488.0,1,Jan,2025,1218
2025-01-26,134.0,592.0,7429433,4293659,1071315,1287159,561933,192414,17142,1834,90,3887,0.5782280521863308,0.028480060590830625,2983199.0,4708775.0,0.6335403581610929,134.0,294.0,383061.0,133.0,523.0,348800.0,77436.0,271364.0,1,Jan,2025,1225
2025-02-02,134.0,594.0,7419420,4297711,1071507,1273357,563184,193579,14181,1708,115,4078,0.5795701668244027,0.028263430061620895,2991023.0,4707247.0,0.6354081270857467,134.0,294.0,387196.0,134.0,522.0,341895.0,75754.0,266141.0,2,Feb,2025,1232
2025-02-09,133.0,594.0,7378609,4283158,1072646,1249185,560199,191182,15861,1873,119,4386,0.5808283801561195,0.028346715308175518,2952918.0,4633822.0,0.6372532220702478,133.0,301.0,391042.0,133.0,515.0,358745.0,81310.0,277435.0,2,Feb,2025,1239
2025-02-16,134.0,588.0,7409871,4306653,1089224,1252881,550235,189037,16070,1741,115,3915,0.5815120964801843,0.02794548063747611,2961418.0,4637563.0,0.6385720258678965,134.0,319.0,387356.0,134.0,530.0,351956.0,79427.0,272529.0,2,Feb,2025,1246
2025-02-23,134.0,596.0,7409138,4305692,1098083,1239500,553186,190447,15311,1608,112,5199,0.5815407177179607,0.028022651186078114,2967924.0,4644303.0,0.6390461604249336,134.0,317.0,361362.0,134.0,522.0,314869.0,75234.0,239635.0,2,Feb,2025,1253
2025-03-02,134.0,595.0,7394900,4304632,1125025,1203554,553717,190294,12375,1397,114,3792,0.5824068597022259,0.027625086793482113,2952040.0,4609013.0,0.6404928777592946,134.0,316.0,381842.0,133.0,525.0,344603.0,79140.0,265463.0,3,Mar,2025,1260
2025-03-09,134.0,591.0,7392471,4323387,1114072,1211349,538341,189131,13330,1367,149,1345,0.584942943740913,0.027597554148041853,2958986.0,4600501.0,0.6431877745489024,134.0,318.0,383826.0,134.0,529.0,351797.0,81550.0,270247.0,3,Mar,2025,1267
2025-03-16,132.0,582.0,7207894,4225253,1083893,1171472,525132,184202,12552,1269,133,3988,0.5865225059849476,0.02750674425790675,2902706.0,4499995.0,0.645046494496105,134.0,308.0,380177.0,132.0,520.0,341373.0,77290.0,264083.0,3,Mar,2025,1274
2025-03-23,134.0,595.0,7404874,4345983,1115991,1197802,540603,187630,11246,1144,127,4348,0.5872532574035954,0.027044969506221584,2983802.0,4615681.0,0.6464489205384861,134.0,315.0,382355.0,133.0,520.0,339151.0,77777.0,261374.0,3,Mar,2025,1281
2025-03-30,134.0,594.0,7421687,4360885,1118253,1197917,546709,184576,7359,947,123,4918,0.5879763816292513,0.026022787011433145,3000916.0,4634605.0,0.6475019985521959,133.0,316.0,366067.0,132.0,527.0,321504.0,74926.0,246578.0,3,Mar,2025,1288
2025-04-06,134.0,584.0,7432531,4374637,1112257,1202136,549940,180067,7880,935,127,4552,0.5889404103054142,0.025445548513263163,3015872.0,4651712.0,0.6483359244940358,133.0,315.0,380578.0,133.0,531.0,328939.0,75011.0,253928.0,4,Apr,2025,1295
2025-04-13,134.0,597.0,7428980,4378613,1104907,1201924,549176,179464,9283,976,125,4512,0.5897544443588416,0.025570586336960438,3043530.0,4702255.0,0.6472490326449757,134.0,315.0,381420.0,134.0,525.0,335894.0,77677.0,258217.0,4,Apr,2025,1302
2025-04-20,134.0,541.0,7433612,4356183,1108219,1210217,556233,187367,10432,1001,117,3843,0.5863147293004668,0.026772972349476815,3027688.0,4695980.0,0.6447403949761286,132.0,311.0,296284.0,134.0,520.0,257167.0,58671.0,198496.0,4,Apr,2025,1309
2025-04-27,134.0,577.0,7406330,4318276,1107615,1218605,554414,191996,10246,1049,111,4018,0.5833685475564931,0.027478171684738498,3009848.0,4694729.0,0.6411121919923386,134.0,318.0,304779.0,134.0,528.0,276940.0,63170.0,213770.0,4,Apr,2025,1316
2025-05-04,134.0,572.0,7400935,4410992,1022234,1209134,549333,193973,10227,1035,113,3894,0.5963184467951441,0.02776083031039033,3053289.0,4678859.0,0.6525712785959141,134.0,280.0,386895.0,134.0,529.0,346999.0,78497.0,268502.0,5,May,2025,1323
2025-05-11,134.0,593.0,7352691,4420799,958548,1207266,553756,191929,12556,1041,108,6688,0.6017965143765936,0.027992637628925555,3066442.0,4665031.0,0.6573251067356252,134.0,274.0,322283.0,134.0,517.0,289138.0,65347.0,223791.0,5,May,2025,1330
2025-05-18,133.0,560.0,7316478,4419182,944531,1198208,543374,191380,13218,1182,251,5152,0.6044296205640399,0.028179703654302928,3062872.0,4646637.0,0.6591588712438695,133.0,281.0,395370.0,134.0,498.0,354761.0,79053.0,275708.0,5,May,2025,1337
2025-05-25,134.0,526.0,7295739,4408724,942843,1197342,536455,192963,12443,1095,310,3564,0.6045828576522094,0.028360674284421315,3079121.0,4673787.0,0.6588064453942809,134.0,281.0,385344.0,134.0,500.0,346846.0,77334.0,269512.0,5,May,2025,1344
2025-06-01,134.0,603.0,7338890,4416974,959949,1210559,544938,192493,11157,1019,114,1687,0.6019969735061167,0.02791022682621702,3094432.0,4713308.0,0.6565308271812493,134.0,284.0,303193.0,134.0,495.0,257137.0,60379.0,196758.0,6,Jun,2025,1351
2025-06-08,134.0,606.0,7348715,4421630,966648,1222009,523972,192016,13130,1057,117,8136,0.6023543919355681,0.02810677468357741,3093296.0,4705721.0,0.6573479388174522,134.0,282.0,384837.0,133.0,502.0,348078.0,79675.0,268403.0,6,Jun,2025,1358
2025-06-15,134.0,608.0,7321681,4407162,971188,1212028,517478,191979,14178,1030,120,6518,0.6024694186582035,0.02833935484417777,3086088.0,4699234.0,0.6567214997167623,134.0,281.0,390968.0,134.0,498.0,352387.0,80105.0,272282.0,6,Jun,2025,1365
2025-06-22,134.0,599.0,7350120,4427029,983407,1211255,515633,192114,13934,1013,106,5629,0.602768660210762,0.02820712830882358,3105311.0,4728894.0,0.6566674998424579,132.0,280.0,383503.0,131.0,499.0,349006.0,76512.0,272494.0,6,Jun,2025,1372
2025-06-29,134.0,604.0,7323800,4424571,1030949,1144492,512496,191300,11720,891,129,7252,0.6047347738305004,0.02788746824322071,3093010.0,4696662.0,0.6585549481738306,134.0,281.0,377699.0,132.0,496.0,340856.0,75525.0,265331.0,6,Jun,2025,1379
2025-07-06,134.0,559.0,7350396,4441508,1079215,1105006,513014,191752,12033,922,122,6824,0.6048157490659859,0.0278922845721401,3115185.0,4734001.0,0.6580448546588815,133.0,270.0,380716.0,132.0,492.0,338471.0,74433.0,264038.0,7,Jul,2025,1386
2025-07-13,134.0,604.0,7385187,4466114,1096795,1098257,514358,191629,13164,952,127,3791,0.6050500474436001,0.027890659165285266,3136709.0,4774617.0,0.6569551023673731,132.0,280.0,374356.0,133.0,500.0,334675.0,76587.0,258088.0,7,Jul,2025,1393
2025-07-20,133.0,554.0,7272891,4385971,1087729,1081520,509222,187427,13580,958,90,6394,0.6035880837768185,0.02780638318573585,3076238.0,4690366.0,0.6558631032205162,133.0,282.0,378771.0,133.0,502.0,333027.0,73035.0,259992.0,7,Jul,2025,1400
2025-07-27,133.0,606.0,7313541,4413015,1093325,1086995,511182,187589,13378,1076,131,6850,0.6039690196287212,0.02766970712186953,3094314.0,4714438.0,0.6563484343202731,132.0,282.0,375325.0,132.0,503.0,320809.0,69755.0,251054.0,7,Jul,2025,1407
2025-08-03,133.0,577.0,7315816,4408483,1093399,1093310,511912,187200,12473,1082,118,7839,0.6032425936753769,0.027486813382143923,3095205.0,4722937.0,0.6553559787056232,133.0,279.0,363218.0,132.0,484.0,303389.0,66343.0,237046.0,8,Aug,2025,1414
2025-08-10,133.0,603.0,7316830,4398066,1094328,1105233,509344,187009,13679,1174,137,7860,0.6017354018418464,0.02763713628596095,3089295.0,4727686.0,0.6534475851399606,133.0,298.0,361991.0,133.0,496.0,324217.0,73704.0,250513.0,8,Aug,2025,1421
2025-08-17,133.0,597.0,7288432,4364142,1092339,1108812,512982,185260,14938,1176,144,8639,0.5994871008008057,0.02768183106305358,3067236.0,4715505.0,0.6504575861970245,133.0,284.0,359911.0,133.0,500.0,320638.0,71633.0,249005.0,8,Aug,2025,1428
2025-08-24,133.0,606.0,7321622,4401637,1078278,1111998,519541,186076,15060,1335,160,7537,0.6018028229094958,0.02770421727393105,3089655.0,4736385.0,0.652323449212849,133.0,279.0,346635.0,132.0,498.0,310181.0,69271.0,240910.0,8,Aug,2025,1435
2025-08-31,133.0,583.0,7291327,4377316,1050427,1123415,533340,183949,12952,1330,138,8460,0.6010429683804469,0.027237762271369228,3080092.0,4725766.0,0.6517656608473632,133.0,277.0,284821.0,133.0,448.0,246571.0,56145.0,190426.0,8,Aug,2025,1442
2025-09-07,133.0,570.0,7320612,4389830,1054896,1135398,532322,182618,14890,1431,141,9086,0.6003986035199765,0.027228242093374214,3082295.0,4737025.0,0.6506815986827176,133.0,288.0,371576.0,133.0,504.0,336161.0,74093.0,262068.0,9,Sep,2025,1449
2025-09-14,133.0,572.0,7294491,4394778,1023783,1137969,531253,180501,16240,1482,101,8384,0.6031723113591387,0.027219473993450823,3080612.0,4715633.0,0.6532764530233799,130.0,277.0,366193.0,132.0,466.0,332097.0,74507.0,257590.0,9,Sep,2025,1456
2025-09-21,133.0,602.0,7318476,4414199,1028662,1142321,527711,179127,16132,1577,113,8634,0.603870644536503,0.026942990012643227,3094193.0,4727459.0,0.6545150365132728,133.0,316.0,375847.0,132.0,495.0,330887.0,71594.0,259293.0,9,Sep,2025,1463
2025-09-28,133.0,573.0,7268350,4377132,1031057,1136853,522300,176199,14072,1459,112,9166,0.6029785165936006,0.026427488268653886,3064707.0,4688985.0,0.6535971004385811,131.0,310.0,370634.0,132.0,505.0,337583.0,73604.0,263979.0,9,Sep,2025,1470
2025-10-05,132.0,606.0,7229630,4395968,991127,1164046,482162,172263,13795,1292,115,8862,0.6087950755376713,0.02596191984010565,3059841.0,4647094.0,0.6584418133138689,129.0,308.0,374048.0,130.0,497.0,332737.0,73691.0,259046.0,10,Oct,2025,1477
2025-10-12,131.0,552.0,7107905,4315572,976984,1164945,448186,168732,15022,1412,73,16979,0.6086048564038039,0.026123386423719554,3006544.0,4564454.0,0.6586864496827003,131.0,326.0,368467.0,132.0,472.0,337920.0,73833.0,264087.0,10,Oct,2025,1484
2025-10-19,132.0,571.0,7150315,4345123,1008577,1150813,443226,166354,14594,1477,109,20042,0.6093908325810246,0.02559986132368284,3009117.0,4561307.0,0.6597049924506287,131.0,354.0,376904.0,131.0,490.0,346390.0,74641.0,271749.0,10,Oct,2025,1491
2025-10-26,131.0,567.0,7211925,4380374,1045867,1137729,445235,165772,13930,1554,242,21222,0.6091718709561499,0.025240647541693768,3034749.0,4591825.0,0.6609025823065993,131.0,358.0,370528.0,130.0,506.0,331817.0,72790.0,259027.0,10,Oct,2025,1498
2025-11-02,132.0,591.0,7216035,4383576,1048683,1146060,451909,163461,11781,1466,129,8970,0.6082331712007593,0.024536617888141706,3040968.0,4606451.0,0.6601542054827024,132.0,357.0,348902.0,131.0,491.0,302052.0,68390.0,233662.0,11,Nov,2025,1505
2025-11-09,130.0,598.0,7065872,4289336,1047513,1104300,443637,157613,12562,1438,147,9326,0.6078520567994596,0.024340520135488382,2969742.0,4502802.0,0.6595319980758647,130.0,450.0,365484.0,129.0,510.0,341565.0,76297.0,265268.0,11,Nov,2025,1512
2025-11-16,130.0,565.0,7039817,4282676,1036790,1099389,441918,154859,12373,1497,129,10186,0.6092319781792245,0.024020890996981206,2981967.0,4514086.0,0.6605915350305688,131.0,485.0,372705.0,130.0,511.0,340378.0,73897.0,266481.0,11,Nov,2025,1519
2025-11-23,131.0,600.0,7131870,4343779,1043707,1117207,448904,155087,11544,1500,148,9994,0.6099206164218529,0.023628465308859634,3013333.0,4560346.0,0.6607685030916514,130.0,489.0,367348.0,131.0,502.0,334586.0,70733.0,263853.0,11,Nov,2025,1526
2025-11-30,131.0,601.0,7106838,4333966,1061566,1097284,443718,150708,8624,1197,124,9651,0.6106596881271411,0.022636151478043345,3004139.0,4537920.0,0.6620079243353784,131.0,488.0,358029.0,131.0,501.0,339873.0,74406.0,265467.0,11,Nov,2025,1533
2025-12-07,131.0,596.0,7062456,4312392,1047902,1096810,441287,146552,9162,1354,299,6698,0.6111876286006408,0.022303344304042173,2998713.0,4518436.0,0.6636617183467908,130.0,488.0,354020.0,130.0,501.0,344399.0,75867.0,268532.0,12,Dec,2025,1540
2025-12-14,131.0,597.0,7026967,4294890,1032871,1096613,441671,142730,8492,1232,257,8211,0.611916128727085,0.021757559316779213,2976223.0,4480904.0,0.6642014647044435,131.0,489.0,351532.0,131.0,497.0,341891.0,74286.0,267605.0,12,Dec,2025,1547
2025-12-21,131.0,585.0,6994688,4277524,1020286,1097984,445874,140936,6383,1192,201,4308,0.61191580429104,0.02127380771860757,2950381.0,4439915.0,0.6645129467568636,131.0,467.0,349121.0,130.0,488.0,317499.0,69060.0,248439.0,12,Dec,2025,1554
2025-12-28,131.0,594.0,7045814,4247808,1036517,1129754,479596,140327,6582,1254,184,3792,0.6032085670848515,0.021065966564716782,2945013.0,4472449.0,0.6584788334087208,131.0,481.0,188702.0,131.0,457.0,141855.0,27690.0,114165.0,12,Dec,2025,1561
2026-01-04,133.0,605.0,7224219,4329475,1042091,1179943,514302,141720,7655,1405,175,7453,0.5999189941865927,0.02091726404874427,3004107.0,4589979.0,0.6544925368939597,132.0,474.0,205523.0,132.0,461.0,175974.0,36743.0,139231.0,1,Jan,2026,1568
2026-01-11,133.0,603.0,7201590,4312890,1038840,1179222,512538,140259,9081,1456,182,7122,0.5994730951614491,0.020985290364763595,2987011.0,4565280.0,0.6542886745172257,130.0,484.0,356400.0,132.0,494.0,330864.0,70949.0,259915.0,1,Jan,2026,1575
2026-01-18,133.0,604.0,7180066,4312243,1034259,1171811,505790,138463,9366,1480,166,6488,0.6011286139218114,0.0208368822364516,2983010.0,4543717.0,0.6565131587200523,132.0,488.0,374829.0,132.0,503.0,343717.0,71221.0,272496.0,1,Jan,2026,1582
2026-01-25,133.0,605.0,7186185,4333508,1034164,1177601,487697,136815,8613,1496,167,6124,0.6035475186074325,0.02048603765344055,3000585.0,4550105.0,0.6594540125997093,132.0,498.0,381575.0,132.0,495.0,347838.0,71999.0,275839.0,1,Jan,2026,1589
2026-02-01,133.0,604.0,7168396,4342538,1032854,1177623,467085,133368,6312,1447,141,7028,0.6063838640885373,0.01972639864338769,2994143.0,4512317.0,0.6635489040331165,133.0,487.0,376553.0,133.0,493.0,339897.0,70152.0,269745.0,2,Feb,2026,1596
2026-02-08,133.0,600.0,7142103,4332412,1036275,1164471,462129,131436,7733,1445,173,6029,0.6071142199478312,0.019728915367189296,2986536.0,4492392.0,0.6647986195327568,130.0,493.0,367466.0,131.0,495.0,337556.0,70487.0,267069.0,2,Feb,2026,1603
2026-02-15,133.0,610.0,7156543,4369191,1040420,1159438,443912,128762,8262,1417,147,4994,0.6109433075268029,0.019378738787918532,3013322.0,4498974.0,0.6697798209102787,133.0,494.0,373221.0,133.0,501.0,341670.0,69328.0,272342.0,2,Feb,2026,1610
2026-02-22,133.0,590.0,7110726,4344433,1044008,1138736,442564,125498,7965,1437,152,5933,0.6114791803223543,0.019008576323054027,3012104.0,4485965.0,0.6714506243361239,133.0,486.0,339135.0,133.0,489.0,301088.0,62434.0,238654.0,2,Feb,2026,1617
2026-02-22,,,7200504,4402428,1056627,1150915,447915,127081,8014,1439,152,5933,,,,,,,,,,,,,,2,Feb,2026,1617
